,name,country,price_usd,soft_cap_usd,hard_cap_usd,distributed_in_ico,token_for_sale,whitelist,kyc,bonus,restricted_areas,bounty,mvp,pre_ico_price_usd,platform,accepting,link_provided,ico_period,pre_ico_period
0,DenchMusic,Netherlands,0.0857,568182,39772740,0.85,425000000.0,Yes,Yes,Available,1,Available,Available,0.036214856000000004,Ethereum,ETH,Yes,14,9
1,Eristica,Singapore,0.02,1000000,10000000,0.68,156905453.0,No,Yes,Unavailable,3,Unavailable,Unavailable,0.02,Ethereum,BTC/ETH/LTC/BCH,Yes,62,30
2,Lunch Money,USA,1.0,1000000,40000000,0.16,40000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.8,Ethereum,ETH,Yes,31,31
3,Okschain,Estonia,0.001,4725000,12090000,0.78,12090000000.0,No,Yes,Unavailable,1,Available,Available,0.001,Ethereum,"ETH, BTC, USDT, USD, EUR",Yes,48,30
4,Shard,UK,0.6113,963821,8031849,0.8,20000000.0,No,No,Unavailable,1,Available,Unavailable,0.26533391616,Scrypt,"BTC, ETH, LTC, XRP",Yes,28,7
5,Bow,France,0.3,3000000,6000000,0.7,25000000.0,Yes,Yes,Unavailable,3,Unavailable,Unavailable,0.32,Ethereum,ETH,Yes,61,31
6,IQeon,Estonia,2.15,1381654,13125713,0.7,7000000.0,No,No,Unavailable,2,Available,Unavailable,0.994584262857143,Ethereum,"ETH, BTC, LTC",Yes,42,9
7,TrustBar,South Africa,0.33,10000000,35000000,0.6,64800000.0,Yes,Yes,Unavailable,1,Available,Unavailable,0.33,NEO,"BTC, NEO",Yes,30,30
8,DatEat,Singapore,0.15,3000000,23000000,0.4,200000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.09,Ethereum,ETH,Yes,112,20
9,Dream Real,British Virgin Islands,0.016,48412,26311113,0.5,750000000.0,Yes,Yes,Unavailable,4,Available,Available,0.0397076111831,Ethereum,"ETH, BTC",Yes,123,265
10,Gagapay Network,UK,0.05,1000000,34500000,0.69,690000000.0,Yes,Yes,Unavailable,3,Available,Unavailable,0.03,NEO,"NEO, BTC, LTC, ETH, DASH, GAS",Yes,76,1
11,JoyToken,UK,0.14,1000000,46340000,0.5,700000000.0,Yes,Yes,Unavailable,2,Available,Unavailable,0.1,Ethereum,"ETH, BTC",Yes,32,108
12,UHIVE,UK,0.003,10000000,54000000,0.5,40000000000.0,No,No,Unavailable,1,Available,Unavailable,0.0015,Ethereum,"ETH, BTC, Fiat, Android Play Store, Paypal",Yes,201,49
13,Box2Table,Bulgaria,0.0523,5000000,41000000,0.76,380000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.08,Ethereum,ETH,Yes,61,35
14,FIXY NETWORK,Hong Kong,0.114,1155290,6585153,0.68,68000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.096326655568,Ethereum,ETH,Yes,15,8
15,Inflr,Cayman Islands,0.0218,242596,3056719,0.35,140000000.0,Yes,Yes,Unavailable,1,Available,Available,0.02829285625,Ethereum,"ETH, BTC, BCH, LTC, Fiat",Yes,63,102
16,Nauticus,Australia,0.0741,8000000,88000000,0.8,2000000000.0,Yes,No,Unavailable,1,Available,Available,0.08223679687999999,Ethereum,"BTC, ETH, BCH, Fiat",Yes,60,12
17,TheFaustFlick,Venezuela,0.9571,1425719,2592217,0.5,500000.0,No,Yes,Unavailable,8,Unavailable,Unavailable,0.682218095,Ethereum,ETH,Yes,244,60
18,Ccecoin,Hong Kong,0.0592,3000000,10000000,0.1,100000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.06923040150000001,Ethereum,ETH,Yes,29,30
19,Digital Telecom,Netherlands,0.1601184772386,250000,3000000,0.75,1000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.1388440722738,Separate Blockchain,"TRX, BTC, USD, EUR",Yes,118,46
20,ETHernitymining,South Africa,0.2,2500000,21000000,0.8,120000000.0,No,No,Unavailable,1,Available,Unavailable,0.15,Ethereum,ETH,Yes,45,30
21,Enkidu,Singapore,0.045,5000000,30000000,0.52,780000000.0,Yes,Yes,Unavailable,3,Unavailable,Available,0.037000000000000005,Ethereum,"ETH, BTC",Yes,61,14
22,Eticket4,British Virgin Islands,0.384,37028,5109933,0.46,13800000.0,Yes,Yes,Unavailable,1,Available,Unavailable,1.071130005,Ethereum,"ETH, BTC",Yes,32,13
23,Fondocoin,UK,0.2,5000000,34000000,0.5,100000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.2,Ethereum,"BTC, ETH",Yes,29,45
24,Productivist,United Arab Emirates,0.1182,2321074,23210740,0.617,61700000.0,Yes,Yes,Unavailable,1,Available,Available,0.078527995,Ethereum,"ETH, BTC, DOGE, DASH, LTC",Yes,138,14
25,Quant Network,Switzerland,1.58,4354506,38185668,0.6819,31000000.0,Yes,Yes,Unavailable,9,Unavailable,Unavailable,0.8103726535662299,Ethereum,ETH,Yes,28,13
26,RankingBall,Singapore,0.009000000000000001,3000000,30000000,0.2,2000000000.0,No,Yes,Unavailable,1,Available,Available,0.00979901978,Ethereum,ETH,Yes,20,53
27,GlobeCas,Switzerland,0.0056,5000000,50000000,0.45,9000000000.0,Yes,Yes,Unavailable,2,Unavailable,Unavailable,0.004572473707999999,Ethereum,"ETH, BTC, LTC, Fiat",Yes,43,43
28,ParamountDax,UK,0.15,1750000,9310000,0.65,65000000.0,No,Yes,Unavailable,1,Unavailable,Available,0.15,Ethereum,"ETH, BTC, DASH, LTC, Fiat",Yes,91,36
29,ZooomEx,Russia,0.03,400000,1200000,0.5,50000000.0,No,No,Unavailable,1,Available,Available,0.023,Ethereum,ETH,Yes,12,7
30,AIREN,Mexico,0.15,7000000,19000000,0.5,45000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.0870326549549549,Ethereum,"ETH , BTC",Yes,26,13
31,PlayerWonCoin,Anguilla,0.1,2500000,25000000,0.3,1000000000.0,No,No,Unavailable,1,Unavailable,Available,0.05,Ethereum,"BTC, ETH, USD",Yes,58,30
32,Sparkle,Canada,0.2393,0,9563348,0.6,19698000.0,No,Yes,Unavailable,2,Available,Available,0.3215629575,Ethereum,"BTC, ETH, LTC",Yes,48,10
33,Trends Project,Hong Kong,0.25,5000000,20000000,0.85,85000000.0,Yes,Yes,Unavailable,1,Available,Unavailable,0.1875,Ethereum,"ETH, BTC",Yes,49,30
34,VOSAI,USA,0.75,15000000,100000000,0.15,215000000.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,0.75,Ethereum,"ETH, BTC, Fiat",Yes,117,181
35,Attrace,Netherlands,0.017,2000000,5929302,0.5,500000000.0,No,Yes,Available,2,Available,Available,0.025,Custom,"ETH, BTC, Fiat",Yes,56,14
37,Lucre Global,USA,0.25,4000000,40000000,0.72,259000000.0,No,Yes,Available,1,Available,Available,0.1,Ethereum,"BTC, ETH, Fiat",Yes,91,29
38,UCOIN,British Virgin Islands,1.0,25000000,50000000,0.1,500000000.0,No,Yes,Available,3,Unavailable,Available,1.0,Ethereum,"ETH, BTC, Fiat",Yes,364,364
39,theCryptoWatch,Russia,0.0957,35139,1054190,0.75,20000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.1061565064,Ethereum,"ETH, BTC, BCH, LTC",Yes,61,111
40,Bucky,Seychelles,0.25,385400000,554600000,0.41,385400000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.15,Ethereum,ETH,Yes,63,60
41,SmartGold,Tanzania,20.0,7000000,14200000,0.8,800000.0,No,No,Unavailable,1,Unavailable,Unavailable,15.0,UNIVERSA,"BTC, ETH, LTC, DASH",Yes,90,20
42,EiraCube,Spain,0.0224537658666667,3000000,25000000,0.5,750000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.022431312100800002,Ethereum,"ETH, BTC, Fiat",Yes,31,30
43,Luxure Global Citizen,UK,9.52,15000000,250000000,0.5,600000000.0,Yes,Yes,Unavailable,3,Unavailable,Unavailable,1.5,Ethereum,Fiat,Yes,32,29
44,RxEAL,Seychelles,0.594,203875,24176271,0.56,53760000.0,No,Yes,Unavailable,12,Unavailable,Unavailable,0.538300018333333,Ethereum,ETH,Yes,60,21
45,SIX.Network,Thailand,0.1,15000000,42905579,0.4745,474500000.0,Yes,Yes,Unavailable,3,Unavailable,Unavailable,0.1,Stellar,"ETH, XLM",Yes,58,17
47,Walkex,Estonia,0.0536,1102256,55112800,0.6,87000000.0,No,Yes,Unavailable,22,Unavailable,Available,0.5471355,Waves,"BTC, ETH, BCH, LTC, DASH",Yes,136,82
48,CompositeCoin,Russia,1.0,5000000,10000000,0.7,10500000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.5,Ethereum,ETH,Yes,31,31
49,Pink Taxi Token,UK,0.1816,10000000,35000000,0.7,35000000.0,Yes,No,Unavailable,1,Available,Available,0.11379499824999999,Ethereum,"ETH, BTC, Fiat",Yes,183,46
50,Virtual Rehab,Estonia,0.1,5000000,20000000,0.6,240000000.0,No,No,Available,1,Available,Available,0.1,Ethereum,"ETH, BTC",Yes,10,13
51,XR Web,Canada,0.15,2000000,25000000,0.35,455000000.0,No,Yes,Unavailable,1,Available,Available,0.12,Ethereum,"ETH, BTC, BCH, USDT, STEEM,, Paypal, All Fiats , Bank Wire",Yes,168,30
52,unitalent,Switzerland,0.2,25000000,100000000,0.5,100000000.0,Yes,Yes,Unavailable,2,Available,Unavailable,0.14,Ethereum,"ETH, BTC, Fiat",Yes,91,152
53,AIO.Community,Norway,0.079,4670379,23351899,0.8,350000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.054680401600000005,Ethereum,ETH,Yes,51,20
54,BETEX,Hong Kong,3.0,1000000,9000000,0.3,3000000.0,No,Yes,Unavailable,4,Unavailable,Unavailable,2.0,Ethereum,"ETH, BTC",Yes,45,58
55,Ledder,Hong Kong,0.0181,200000,606000,0.69,30000000.0,No,Yes,Available,2,Available,Available,0.01,Ethereum,"ETH, USD",Yes,518,39
56,Skye Properties,USA,42.145,62974797,167932792,0.8,4800000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,18.91608032,Ethereum,"ETH, Fiat",Yes,23,13
57,SprintX,Switzerland,0.45,9492606,105473400,0.65,299000000.0,No,Yes,Unavailable,4,Available,Available,0.45,Ethereum,ETH,Yes,29,14
58,Futbol Coin,Panama,1.0,500000,20000000,0.3,11000000.0,No,No,Available,13,Available,Unavailable,0.25,Ethereum,"BTC, ETH, USDT, XRP, LTC, BCH, BNB, EOS, XLM, XMR, TRX, ZEC, DASH",Yes,364,90
59,Loopex IEO,Georgia,0.0065,2600000,2600000,0.4,4000000000.0,No,No,Unavailable,1,Unavailable,Available,0.005,Ethereum,"ETH, BTC",Yes,62,8
60,Multiversum,Malta,1.0,5000000,35000000,0.76,141000000.0,No,Yes,Unavailable,1,Available,Available,1.0,Ethereum,"ETH, BTC, LTC, DASH, ETC",Yes,54,30
61,Out of the Cloud,USA,0.15,10000000,50000000,0.7,700000000.0,No,Yes,Unavailable,1,Available,Available,0.1,Ethereum,ETH,Yes,38,31
62,Altindex,Cayman Islands,1.15,1250000,10800000,0.9,10800000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.9,Ethereum,ETH,Yes,11,21
63,ZoneX eSports Platform,British Virgin Islands,0.0779,1000000,5000000,0.75,75000000.0,No,Yes,Unavailable,1,Available,Unavailable,27.83630065,Ethereum,"ETH, BTC, BCH, LTC, XMR, DASH, ZEC, XRP, Fiat",Yes,20,20
64,ySign,Malta,0.6684,2000000,15000000,0.77,80000000.0,No,No,Unavailable,2,Available,Unavailable,0.1011117591,Ethereum,"ETH, XEM",Yes,15,28
65,Bitlumens,Switzerland,0.2369,1000000,25000000,0.5,50000000.0,No,Yes,Unavailable,4,Unavailable,Unavailable,0.284660593,Ethereum,ETH,Yes,27,19
67,Dubai Token,United Arab Emirates,0.02,2000000,50000000,0.45,450000000.0,No,Yes,Unavailable,1,Unavailable,Available,0.02,Ethereum,ETH,No,122,31
68,HorseChain,United Arab Emirates,0.3,4000000,12000000,0.65,162500000.0,No,Yes,Unavailable,6,Unavailable,Unavailable,0.1,Ethereum,"ETH, BTC",Yes,40,12
69,Aeternum ICO,Latvia,0.0226,560802,3364812,0.9,27000000000.0,No,Yes,Unavailable,3,Available,Available,0.01212283,Ethereum,ETH,Yes,181,28
70,B-mail,Singapore,0.992,3376544,30951302,0.35,30800000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.39695264317699996,Ethereum,ETH,Yes,20,10
71,Boomstarter.Network,Singapore,0.8,3000000,20000000,0.75,36000000.0,No,Yes,Unavailable,37,Unavailable,Available,0.6000000238000001,Ethereum,"ETH, BTC",Yes,86,28
72,BuddToken,UK,0.75,10000000,70000000,0.5,10000000.0,No,Yes,Unavailable,5,Available,Unavailable,0.75,Ethereum,"ETH, BTC",Yes,34,21
73,HiHealth,Switzerland,0.009000000000000001,1219152,3160765,0.6,600000000.0,No,Yes,Unavailable,8,Available,Available,0.00797052002,Ethereum,ETH,Yes,70,52
74,Oasis City,Singapore,0.0057,5300000,32100000,0.5,3000000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.006835050200000001,Ethereum,ETH,Yes,58,60
75,Chain Works,Japan,0.0222,752211,46651561,0.3,3000000000.0,Yes,Yes,Unavailable,7,Unavailable,Unavailable,0.022758999649999997,Ethereum,ETH,Yes,13,46
76,Cryptoriya,UK,0.5,418398,6973300,0.7,70000000.0,Yes,No,Unavailable,1,Unavailable,Unavailable,0.2681340025,Ethereum,ETH,Yes,44,36
77,Elementh,Singapore,0.14,6699240,20097720,0.72,217500000.0,No,Yes,Unavailable,1,Available,Unavailable,0.0923560974,Ethereum,"ETH, BTC",Yes,29,30
78,Inbot InToken,Germany,0.0116,3486021,44156266,0.45,5800000000.0,Yes,Yes,Unavailable,1,Unavailable,Available,0.0117855,Ethereum,ETH,Yes,31,61
79,Minter,Saint Kitts and Nevis,0.0719,1895282,6317609,0.01,10000000000.0,No,Yes,Unavailable,2,Available,Available,0.0634,Separate blockchain,"BTC, LTC, ETH",Yes,60,60
80,P2P solutions foundation,Mauritius,0.03,750000,50000000,0.5,5000000000.0,Yes,No,Unavailable,1,Available,Available,0.0233,Ethereum,"BTC, BCH, ETH, LTC",Yes,125,29
81,Sahara Chain,United Arab Emirates,0.098,1130387,49737070,0.34,2000000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.028616799900000003,Ethereum,ETH,Yes,70,26
82,Spade Coin,United Arab Emirates,1.25,904030,1469048,0.78,9212500.0,Yes,No,Unavailable,1,Available,Available,0.15,Bitcoin,"ETH, BTC",Yes,75,14
83,BX.BET,Malta,0.19,5000000,20000000,0.6,120000000.0,Yes,Yes,Unavailable,28,Available,Available,0.19,Ethereum,"ETH, BTC, Fiat",Yes,28,14
84,Lunes Platform,Brazil,0.3,10920000,57800000,0.79,450000000.0,Yes,No,Unavailable,1,Available,Unavailable,0.055,Separate Blockchain,"BTC, ETH, LTC",Yes,60,33
85,Omnitude,UK,0.46,10000000,15700000,0.55,55000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.4,Hyperledger,"ETH, BTC, WIRE",Yes,68,17
86,SecureCryptoPayments,Estonia,0.2143,265391,32112343,0.6,121000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.116378342,Ethereum,ETH,Yes,61,35
87,SilkChain,Singapore,0.02,6978771,38999019,0.25,2500000000.0,No,Yes,Unavailable,4,Available,Available,0.02,Ethereum,"ETH, BTC",Yes,58,31
88,The Freedom Coin,Thailand,2.875,25000000,10000000,0.26625,6656250.0,No,Yes,Unavailable,1,Unavailable,Unavailable,2.7704460939,X11,BTC,Yes,29,23
89,CariOS,Singapore,0.0039,2368571,13165312,0.4,4000000000.0,No,Yes,Unavailable,2,Available,Unavailable,0.004,Ethereum,ETH,Yes,31,28
90,RepuX,Poland,0.2,1000000,33100000,0.5,500000000.0,Not Specified,Not Specified,Unavailable,1,Available,Unavailable,0.1,Ethereum,"ETH, BTC, Fiat",Yes,30,108
91,Swinca,Switzerland,0.6,10000000,75000000,0.35,140000000.0,Yes,Yes,Unavailable,2,Unavailable,Available,0.3,PivX,"BTC, ETH, Fiat",Yes,58,60
92,Time Money,Latvia,0.1,240000,14400000,0.55,220000000.0,Yes,No,Unavailable,5,Unavailable,Unavailable,0.07,Ethereum,ETH,Yes,90,47
93,Volentix,Georgia,0.33,3000000,48500000,0.17,364000000.0,Yes,Yes,Unavailable,2,Available,Available,0.17,EOS,"BTC, BCH, EOS, ETH",Yes,91,115
94,Conjure,USA,0.1,1500000,6000000,0.7,70000000.0,Yes,Yes,Unavailable,7,Unavailable,Unavailable,0.06,NEO,"BTC, ETH, LTC, NEO",Yes,30,29
95,PlayBets,Ukraine,0.0721,1000000,10000000,0.69,207000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.047450874375,Ethereum,"ETH, BTC, BCH, LTC, KICK",Yes,29,29
96,Remco,USA,0.08,6000000,60000000,0.65,1300000000.0,No,Yes,Unavailable,3,Available,Available,0.06,Ethereum,"ETH, BTC, BCH, VCASH",Yes,120,29
98,International Science Hub,Russia,0.0882,2534749,43696263,0.6,300000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.0842877653731343,Ethereum,ETH,Yes,122,92
99,CoinMetro,Hong Kong,0.1392,50000000,300000000,0.5,250000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.03530991,Ethereum,"BTC, BCH, ETH, LTC",Yes,38,31
100,Crestonium,Switzerland,0.1402,2000000,55000000,0.73,365000000.0,Yes,No,Unavailable,1,Available,Unavailable,0.18989259766,Ethereum,"ETH, BTC, LTC, Various",Yes,45,6
101,Discoin,Hong Kong,0.0182,278862,4461796,0.25,250000000.0,No,Yes,Unavailable,6,Unavailable,Available,0.013929125,Separate blockchain,"BTC, ETH, FIAT & other",Yes,30,46
104,LabStart,France,1.546,474519,33600000,0.8,80.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,1.048573974,Ethereum,ETH,Yes,30,30
105,ParcelX,Singapore,0.18,7000000,40000000,0.3,300000000.0,Yes,Yes,Unavailable,3,Unavailable,Unavailable,0.12739299197999998,Ethereum,ETH,Yes,92,29
106,DACC,China,0.0022,9833200,14749800,0.3,9000000000.0,Yes,Yes,Unavailable,2,Unavailable,Unavailable,0.0029014427571428603,Ethereum,ETH,Yes,27,5
107,Peer Mountain,British Virgin Islands,0.0393,2000000,5290052,0.4,333000000.0,Yes,Yes,Unavailable,1,Available,Available,0.0649088571428572,Ethereum,ETH,Yes,29,271
108,Provoco,Lithuania,0.1695,608168,8688120,0.51,51000000.0,Yes,Yes,Unavailable,1,Unavailable,Unavailable,0.564475674305556,Ethereum,ETH,Yes,159,36
109,RoBET,Malta,8.7,2097665,20976659,0.6,3200000.0,No,Yes,Unavailable,5,Unavailable,Unavailable,13.823867186666698,Ethereum,ETH,Yes,31,77
110,TravelNote,Indonesia,0.1528,68350,205051,0.4,2000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.1392103958,Ethereum,ETH,Yes,12,7
111,Truxir,Tunisia,0.4,500000,1800000,0.3333,50000000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.04,Ethereum,"ETH, BTC, LTC, Fiat",Yes,75,31
112,Betform,Singapore,0.1,1500000,16900000,0.8390000000000001,201250000.0,Yes,Yes,Available,2,Available,Available,0.07,Ethereum,ETH,Yes,23,30
113,LeadRex,USA,0.1062,52518,2247791,0.8,109600000.0,Yes,Yes,Unavailable,1,Available,Available,0.0131,Ethereum,"BTC, ETH",Yes,97,74
114,LevelNet,USA,0.01,15000000,12000000,0.8,1500000000.0,Yes,Yes,Unavailable,1,Available,Unavailable,0.01,Ethereum,"BTC, ETH, LTC, Fiat",Yes,21,20
115,Sancoj,Nigeria,0.001,279795,39171301,0.5,50000000000.0,No,No,Unavailable,2,Available,Unavailable,0.00030067470764705897,Ethereum,ETH,Yes,29,7
116,Cryptoriyal,Singapore,200.0,30000000,70000000,0.33,980000000.0,No,Yes,Unavailable,1,Unavailable,Available,20.0,Ethereum,ETH,Yes,366,249
117,NairaX,Nigeria,0.003,10000000,15000000,0.35,3500000000.0,No,No,Unavailable,1,Available,Available,0.002,Ethereum,"ETH, BTC, LTC",Yes,29,30
118,InBet,British Virgin Islands,0.0319,400000,5600000,0.5,50000000.0,No,No,Unavailable,3,Available,Unavailable,0.0334175995,Ethereum,ETH,Yes,76,16
119,Phoneum,British Virgin Islands,0.01,1000000,20000000,0.12,2462500000.0,No,Yes,Unavailable,4,Available,Available,0.0066,Ethereum,"ETH, BTC, LTC, DASH",Yes,244,13
120,Fox Trading,Estonia,0.49,500000,4500000,0.7,7000000.0,Yes,Yes,Unavailable,1,Available,Available,0.294604161666667,Ethereum,"ETH, BTC",Yes,16,7
121,Peace Token,Singapore,0.07,2000000,6000000,0.55,110000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.0525,Ethereum,"BTC, ETH, LTC, XLM",Yes,27,19
122,Teslafunds,Serbia,0.0316,3500,250000,0.14,2000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.77,Ethereum,USDT,Yes,1,1
123,ClearPoll,Australia,0.1285,1000000,10000000,0.7,10000000.0,Not Specified,Not Specified,Unavailable,1,Unavailable,Unavailable,0.1051446425,Ethereum,ETH,Yes,24,23
124,Credible Network,Singapore,0.09,5000000,18500000,0.5,250000000.0,Yes,Yes,Unavailable,28,Unavailable,Available,0.07200000000000001,Ethereum,"ETH, BTC, HT, BNB",Yes,31,30
125,Invest in Brokers,UK,0.0465,186278,4989699,0.6,126000000.0,No,No,Unavailable,1,Available,Available,0.07634640377,Ethereum,"ETH, BTC",Yes,46,50
126,MCV-CAP,Austria,0.4517,3000000,106600000,0.35,500000000.0,No,Yes,Unavailable,4,Available,Unavailable,0.26,Ethereum,"ETH, BTC, Fiat",Yes,282,61
127,AirPod,UK,0.1,2700000,20000000,0.8,200000000.0,Yes,Yes,Available,5,Available,Unavailable,0.1,Ethereum,ETH,Yes,38,139
128,Biometrids,Denmark,0.2693,1948541,12804698,0.75,75000000.0,No,No,Unavailable,2,Unavailable,Unavailable,0.11656900025,Ethereum,ETH,Yes,28,6
130,OZOTOP,Cayman Islands,0.21729402831,218614,54184276,0.26,292131143.0,No,No,Unavailable,5,Available,Unavailable,0.0282830625,Waves DEX,"ETH, BTC, LTC, SEPA, Fiat",Yes,109,32
131,ShareMeAll,France,0.9046,2240460,8401725,0.6,36000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.5736445,Ethereum,"BTC, ETH, EUR, USD",Yes,291,58
132,Aidus,Hong Kong,0.06,3000000,100000000,0.133,2654000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.06,Ethereum,ETH,Yes,103,33
133,Blockchain Ventureon,Canada,23.912,580147,23205900,0.78,1000000.0,Yes,No,Unavailable,1,Unavailable,Unavailable,24.38252,Ventureon,"ETH, BTC, BCH, LTC, DASH",Yes,97,62
134,Borneo,Indonesia,0.07,5000000,67500000,0.87,1305000000.0,Yes,Yes,Unavailable,1,Available,Unavailable,0.3,IronGeekChain,"BTC, ETH, LTC, XMR, DASH, ZEC, TRX, XZC, NEO",Yes,92,60
135,Bitzon,Canada,0.05,3000000,15000000,0.65,8125000000.0,No,Yes,Unavailable,11,Available,Unavailable,0.04,Stellar,ETH,Yes,190,7
136,Custodi,South Africa,0.6,10000000,35000000,0.5,35000000.0,No,No,Unavailable,1,Available,Unavailable,0.2,Ethereum,FIAT,Yes,74,45
137,Math Oriented Value Investing,USA,0.0331,1000000,15000000,0.5,500000000.0,No,No,Unavailable,1,Unavailable,Unavailable,0.02044588012,Ethereum,ETH,Yes,17,6
138,Typerium,UK,0.05,4500000,40000000,0.5,1000000000.0,No,Yes,Unavailable,2,Available,Unavailable,0.01,Ethereum,ETH,Yes,27,35
139,Adult X Token,Austria,0.0197,1000000,10000000,0.6,400000000.0,No,No,Unavailable,1,Available,Available,0.019810279860000002,Ethereum,"ETH, BTC, LTC",Yes,212,61
140,Buddy,Poland,0.0591,1577975,11834819,0.6,470000000.0,Yes,Yes,Available,1,Available,Available,0.047060669000000006,Ethereum,ETH,Yes,58,61
141,FRED Energy,UK,0.005,120000,2300000,0.57,460560000.0,No,Yes,Unavailable,4,Unavailable,Unavailable,0.005,Stellar,"XLM, ETH, BTC, LTC, BCH, TRX, XRP, BNB",Yes,335,60
142,Iagon,Norway,0.12,1138004,11380049,0.7,700000000.0,No,Yes,Unavailable,2,Available,Available,0.06,Ethereum,ETH,Yes,90,30
143,NOMAD.space,USA,0.1,1000000,5000000,0.51,112000000.0,No,No,Unavailable,6,Available,Available,0.04,EOS,ETH,Yes,119,121
144,The Geoma DAO,Romania,1.0453101842,1328187,13281871,0.995,20895000.0,No,No,Unavailable,1,Unavailable,Unavailable,1.119358965,Separate Blockchain,"ETH, BTC",Yes,73,31
145,BCharity - International Charity Exchange,UK,1.0,5000000,35000000,0.8,80000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.5,Ethereum,"BTC, ETH, LTC, XRP",Yes,29,29
146,CarVDB,Bulgaria,0.331,3139976,13805656,0.5,49978560.0,Yes,No,Unavailable,10,Unavailable,Unavailable,0.29148819662447306,Ethereum,ETH,Yes,71,18
147,DeNet,Hong Kong,0.035,3000000,24500000,0.7,700000000.0,Yes,Yes,Available,3,Available,Available,0.035,Ethereum,"BTC, ETH, BCH, ETH",Yes,29,44
148,MedChain,USA,0.43,3000000,15000000,0.49,34878000.0,Yes,Yes,Unavailable,1,Available,Unavailable,0.22,Hyperledger,"ETH, BTC, Fiat",Yes,30,123
149,PAYERA,Singapore,0.05,8000000,60000000,0.7,1470000000.0,No,Yes,Unavailable,1,Available,Unavailable,0.035,Ethereum,"ETH, BTC, LTC, BCH",Yes,40,16
150,Webcoin,Bulgaria,0.6667,346587,10037159,0.36,25000000.0,No,Yes,Unavailable,1,Unavailable,Unavailable,0.188292277727273,Ethereum,"BTC, ETH, DASH, DOGE, LTC, XMR, WAVES, ZEC, ETC",Yes,30,20
151,Bitto Exchange,UK,1.0,282364,8470920,0.5381,12000000.0,Yes,No,Unavailable,1,Unavailable,Unavailable,0.5,Ethereum,"ETH, BTC, LTC, BCH",Yes,211,13
152,Fair Ninja,Croatia,0.08,5000000,22400000,0.6,300000000.0,Yes,Yes,Unavailable,2,Available,Unavailable,0.064,Ethereum,ETH,Yes,31,15
153,WOX,Estonia,0.048,1000000,12000000,0.25,250000000.0,Yes,Yes,Unavailable,2,Unavailable,Available,0.03,Ethereum,"BTC, ETH, TRX",Yes,29,59
154,CryptoKami,Japan,0.0012,10000000,60360000,0.214,45000000.0,Yes,Yes,Unavailable,8,Available,Unavailable,0.55,CryptoKami,"ETH, BTC",Yes,30,28
155,Viewo,Hong Kong,0.2,10000000,564062500,0.28,564062500.0,No,Yes,Unavailable,3,Available,Unavailable,0.16699999999999998,Ethereum,"ETH, BTC",Yes,365,30
156,Further Network,UK,0.02,1000000,12500000,0.6,4200000000.0,Yes,Yes,Available,2,Unavailable,Unavailable,0.02,Stellar,"BTC, ETH, BCH, DASH, LTC, XLM, FIAT",Yes,28,42
157,Hawk Network,Canada,0.0067,10000000,30000000,0.1,2000000000.0,Yes,Yes,Unavailable,2,Unavailable,Unavailable,0.01,Ethereum,ETH,Yes,59,15
158,NGS (NEW GENERATION SECURITY),UK,0.1,5000000,30000000,0.7,14000000.0,Yes,No,Unavailable,1,Unavailable,Unavailable,0.01,Ethereum,"ETH, BTC",Yes,56,62
159,TokenLend,Belize,0.28800000000000003,3636384,29818356,0.82,102500000.0,No,Yes,Unavailable,1,Available,Unavailable,0.3488800048,Ethereum,ETH,Yes,45,10
