"name","country","ico_start","ico_end","price_usd","soft_cap_usd","hard_cap_usd","distributed_in_ico","token_for_sale","whitelist","kyc","bonus","restricted_areas","bounty","mvp","pre_ico_start","pre_ico_end","pre_ico_price_usd","platform","accepting","link_provided"
"Start Waves","Colombia","2019-11-04","2020-03-04","0.03","1500000","5000000","0.6","6.0E8","No","Yes","Unavailable","None","Available","Unavailable","2019-09-03","2019-11-03","0.015","Ethereum","ETH","Yes"
"TradePlace","UK","2019-01-28","2019-03-19","0.25","1475451","10538939","0.2","5.0E7","Yes","Yes","Unavailable","USA","Unavailable","Available","2018-12-10","2019-01-18","0.025","Ethereum","ETH","Yes"
"Wizebit","Estonia","2018-08-17","2018-10-27","0.4","2500000","35000000","0.5","2.5E8","No","Yes","Unavailable","USA","Unavailable","Unavailable","2018-05-17","2018-07-15","0.15","WizeBit","ETH","Yes"
"Global Finances","USA","2018-01-29","2018-03-25","1.4","3000000","25000000","0.6","2.5E7","No","No","Unavailable","None","Unavailable","Unavailable","2018-01-15","2018-01-28","0.75","Ethereum","ETH, BTC","Yes"
"InfraCoins","Malaysia","2018-08-10","2018-10-31","1.25","3000000","30000000","0.6","3.0E7","No","Yes","Unavailable","USA","Available","Available","2018-07-15","2018-07-31","0.7","Ethereum","BTC, ETH, XRP, Fiat","Yes"
"Arizn","South Africa","2018-07-26","2018-09-26","0.0216","2000000","25000000","0.7","8.4E8","No","Yes","Unavailable","USA","Available","Available","2018-06-26","2018-07-26","0.0432772003","Ethereum","ETH, Fiat","Yes"
"ChainZilla","Panama","2019-02-01","2019-02-18","0.45","250000","2250000","0.45","5000000.0","No","Yes","Unavailable","USA, Canada, China, Panama, Singapore","Available","Available","2018-07-25","2018-08-15","0.35","Komodo","KMD, BTC, ETH, LTC, NEM","Yes"
"Squarex","Latvia","2018-09-01","2018-10-01","0.2308","3830748","13732542","0.79","6.873E7","Yes","No","Unavailable","None","Unavailable","Unavailable","2018-07-15","2018-08-01","0.299900004","Ethereum","ETH, BTC, ETC, ZCASH","Yes"
"Coalichain","Israel","2018-10-16","2019-01-16","0.18","3000000","33000000","0.35","2.695E8","No","Yes","Available","None","Available","Unavailable","2018-05-29","2018-10-16","0.144","Ethereum","BTC, ETH, LTC, Fiat","Yes"
"Luxreum","Saint Kitts and Nevis","2018-10-17","2018-10-24","0.1","2000000","30000000","0.3","3.0E8","No","No","Unavailable","None","Unavailable","Available","2018-09-23","2018-10-16","0.1","Ethereum","BTC, ETH, BCH, LTC, NEO, DASH","Yes"
"TrustLogics","Cayman Islands","2018-09-01","2018-09-25","0.08","2000000","16000000","0.55","2.34973535E8","Yes","Yes","Unavailable","USA, Cayman Islands","Available","Available","2018-07-25","2018-08-20","0.052","Ethereum","ETH, BTC, LTC, BCH","Yes"
"Dylyver","Hungary","2018-09-01","2018-12-31","0.1","2000000","20000000","0.4","2.0E8","No","Yes","Unavailable","None","Unavailable","Unavailable","2018-05-16","2018-08-31","0.09","Ethereum","BTC, DASH, ETH, LTC, Fiat","Yes"
"Liker","Malta","2018-12-20","2018-12-29","0.016","1400000","14000000","0.3","1.5E8","Yes","Yes","Unavailable","USA","Available","Available","2018-11-20","2018-12-19","0.021505935825","Ethereum","ETH","Yes"
"Alt.Estate","British Virgin Islands","2018-05-30","2018-07-31","0.0042","1000000","15000000","0.6","7.2E9","Yes","Yes","Unavailable","USA","Available","Available","2018-04-17","2018-05-29","0.00502894012","Ethereum","ETH, BTC","Yes"
"Monoreto","Singapore","2018-10-20","2018-12-31","0.05","500000","5000000","0.63","1.25E8","No","No","Unavailable","None","Available","Available","2018-08-15","2018-10-15","0.03","Ethereum","ETH","Yes"
"WhenHub","USA","2018-03-19","2018-09-19","0.25","35000000","40000000","0.34","3.5E8","No","No","Unavailable","None","Unavailable","Unavailable","2017-10-26","2017-11-10","0.1","Ethereum","ETH, Credit Card (all currencies), Bank Wire (all currencies)","Yes"
"KryptoRedeem","Mexico","2019-09-02","2019-10-02","0.56","500000","2500000","0.45","1.0E7","No","Yes","Unavailable","USA, China, North Korea","Unavailable","Available","2019-08-26","2019-09-01","0.39","Ethereum","ETH","Yes"
"Nokenchain","France","2019-11-04","2020-01-30","0.0218","33050","440674","0.09519999999999999","2.0E7","No","Yes","Unavailable","North Korea, USA, Singapore","Available","Unavailable","2019-09-01","2019-10-28","0.01106195","Waves","BTC, ETH, BCH, LTC, USDC","Yes"
"ENTRY","UK","2018-06-01","2018-08-31","0.174","25000000","325000000","0.55","3.25E8","Yes","Yes","Unavailable","USA","Unavailable","Unavailable","2018-05-03","2018-05-10","0.11951","ENTRY","BTC, ETH, DASH, Fiat","Yes"
"King Slayer","China","2018-12-10","2019-01-10","0.1","3000000","25000000","0.54","2.693E7","Yes","No","Unavailable","USA, PRC","Unavailable","Unavailable","2018-10-20","2018-12-09","0.1","ETH","BTC, ETH","Yes"
"Subaj Global Network","Germany","2018-08-02","2018-10-31","0.05","5000000","70000000","0.5","2.5E9","No","Yes","Unavailable","None","Available","Unavailable","2018-06-18","2018-08-01","0.05","Ethereum","ETH, BTC, LTC","Yes"
"Ambit","Georgia","2018-05-01","2018-06-10","0.5","3000000","40000000","0.85","8.8E7","Yes","Yes","Unavailable","USA","Unavailable","Unavailable","2018-04-10","2018-04-27","0.4","Ethereum","BTC, ETH, Fiat","Yes"
"EtainPower","Cayman Islands","2018-12-25","2018-12-30","0.001997603310087","3000000","13000000","0.35","3.5E9","Yes","Yes","Unavailable","USA, China","Unavailable","Unavailable","2018-11-01","2018-11-06","1.6705247496E7","Ethereum","ETH","Yes"
"Ternion","Estonia","2018-10-01","2019-02-11","3.23","5000000","30000000","0.8","7.6E7","Yes","Yes","Unavailable","China, Singapore, USA","Available","Available","2018-06-29","2018-09-30","0.65","Ethereum","ETH, BTC, LTC, BCH","Yes"
"Aurora Ecosystem","Spain","2018-07-21","2019-01-20","1.1733","3900000","60000000","1.0","1.8E8","Yes","Yes","Unavailable","USA, Canada, China","Unavailable","Unavailable","2018-06-20","2018-07-20","1.165515","Separate blockchain","BTC, ETH, NEO, ICX, Fiat","Yes"
"IDAC","Singapore","2018-11-30","2018-12-30","0.6202","839156","4195783","0.25","1.625E8","No","No","Unavailable","None","Unavailable","Available","2018-11-15","2018-11-30","0.90403","Ethereum","ETH","Yes"
"MeterQubes","Netherlands","2019-10-15","2019-11-15","0.05","4000000","8750000","0.35","3.5E8","No","No","Unavailable","None","Unavailable","Unavailable","2019-09-08","2019-10-08","0.02","Ethereum","ETH, BTC","Yes"
"Prime Shipping Foundation","Gibraltar","2018-11-15","2018-12-01","1.0","1250000","12250000","0.35","2.1E9","Yes","Yes","Unavailable","None","Unavailable","Unavailable","2018-09-15","2018-10-01","0.05","Ethereum","BTC, ETH","Yes"
"TrustedCars Flex","Germany","2018-09-17","2018-10-31","0.0814","1600000","42000000","0.15","1.0E8","Yes","Yes","Unavailable","Afghanistan, Central African Republic, the Crimean Peninsula, Cuba, the Democratic Republic of the Congo, Sudan, Somalia, Eritrea, Ethiopia, Syria, Gifu, Libya, Egypt, Iran, China, Somalia, Sudan, Syria, Sri Lanka, Tunisia, Uganda, USA, Yemen, Vanuatu","Available","Available","2018-05-23","2018-08-12","0.08195187","Ethereum","ETH, BTC, Fiat","Yes"
"Deedcoin","USA","2018-04-30","2018-12-31","1.0","4000000","28000000","0.7","1.87E7","Yes","Yes","Available","China, North Korea","Unavailable","Unavailable","2018-02-19","2018-03-05","1.5","Ethereum","ETH, BTC, LTC, Fiat","Yes"
"Lydian Lion","Croatia","2020-02-01","2020-06-01","0.001102913","2000000","20000000","0.55","2.5E10","No","No","Unavailable","None","Unavailable","Unavailable","2019-12-01","2020-02-01","5.8082E-4","Stellar","XLM, ETH, BTC","Yes"
"Slate","Canada","2018-06-27","2018-07-17","0.03","20000000","125000000","0.48","4.56E9","Yes","Yes","Unavailable","Canada, China, North Korea, Sudan, Syria, United States of America.","Available","Available","2018-05-11","2018-06-09","0.02","Slatechain","ETH, BTC, LTC, BCH, DASH, XRP, NEO, XMR","Yes"
"The 4th Pillar","Slovenia","2018-10-15","2018-10-31","0.028","2320000","13920000","0.38","1.52E8","Yes","Yes","Unavailable","United States of America, Canada, Republic of Korea, New Zealand, Singapore, People’s Republic of China, Afghanistan, Iraq, Iran, Yemen, Syria, Tunisia, Vanuatu, Trinidad and Tobago, Democratic People’s Republic of Korea, Ethiopia, Sri Lanka, Bosnia and Herzegovina, Guyana, Laos and Uganda.","Unavailable","Unavailable","2018-05-12","2018-09-30","0.0263","Ethereum","ETH","Yes"
"Paytomat","Estonia","2018-11-20","2018-12-20","0.5652","1885305","7260079","0.8","1.7555E7","Yes","Yes","Unavailable","USA, China, Southern Korea","Available","Available","2018-04-02","2018-04-18","0.8163419922","EOS","BTC, ETH, LTC, WAVES, DASH","Yes"
"TrustedHealth","Estonia","2018-03-27","2018-04-27","0.0376","647031","4852739","0.5","1.5E8","Yes","Yes","Unavailable","USA, China","Unavailable","Unavailable","2018-03-20","2018-03-26","0.03343049928","Ethereum","ETH","Yes"
"Bitbose","UK","2018-07-16","2018-11-30","0.25","5000000","45000000","0.7","2.1E8","Yes","Yes","Unavailable","USA, China.","Available","Unavailable","2018-06-01","2018-07-15","0.25","Ethereum","BTC, ETH","Yes"
"Infliv","Singapore","2018-08-20","2018-10-01","0.0722","484612","1130763","0.55","4.2E7","Yes","No","Unavailable","USA","Available","Available","2018-07-31","2018-08-19","0.0385","Ethereum","ETH","Yes"
"Alux Bank","Spain","2018-12-01","2019-03-01","0.2","10000000","25000000","0.5","5.0E8","No","Yes","Unavailable","China, USA, North Korea","Available","Unavailable","2018-09-01","2018-11-30","0.06","Ethereum","BTC, ETH, Fiat","Yes"
"ZOM","Jamaica","2018-05-25","2018-05-25","0.1","27251","386880","0.85","3.25E7","No","Yes","Unavailable","None","Available","Unavailable","2018-03-26","2018-04-28","0.07","Ethereum","ETH, BTC","Yes"
"AdSigma","India","2018-04-20","2018-05-20","0.205","2038801","13592011","0.6","6.0E7","No","No","Unavailable","USA","Unavailable","Unavailable","2018-04-05","2018-04-20","0.102195198666667","Ethereum","ETH","Yes"
"Daox","United Arab Emirates","2018-09-05","2018-11-14","0.2509","544191","3627940","0.7","2.1E7","Yes","Yes","Unavailable","USA, Canada","Available","Available","2018-06-20","2018-07-30","0.2","Ethereum","ETH","Yes"
"Marginless","UK","2018-04-11","2018-05-31","0.055","2310580","12130545","0.7","2.1E8","No","Yes","Unavailable","None","Unavailable","Available","2018-04-10","2018-04-11","0.029411253781","Ethereum","ETH, LTC, BTC","Yes"
"PetSource","Switzerland","2018-05-01","2018-06-15","0.12","1000000","9500000","0.25","5.5E8","No","Yes","Available","None","Unavailable","Unavailable","2018-02-19","2018-03-19","0.02","Ethereum","ETH","Yes"
"IDMoney","Costa Rica","2018-07-01","2018-08-31","0.3404","141501","3396047","0.45","1.6E7","Yes","No","Unavailable","USA, China","Available","Available","2018-06-01","2018-06-30","0.4350322725","Ethereum","ETH","Yes"
"Sidera","Lithuania","2018-09-01","2018-10-15","2.0","1500000","15000000","0.72","3.672E7","Yes","Yes","Unavailable","USA, China","Unavailable","Unavailable","2018-08-01","2018-08-15","2.0","Ethereum","ETH, Fiat","Yes"
"Cogmento","USA","2019-03-01","2020-12-31","0.1","1000000","6000000","0.2","2.0E8","No","Yes","Unavailable","USA, Singapore, China, Iran, North Korea, Syria, Sudan, Cuba","Available","Available","2019-02-01","2019-02-28","0.08","Ethereum","ETH","Yes"
"Coinyspace","Estonia","2018-06-11","2018-07-31","0.0187","50000000","600000000","0.6","6.0E8","No","No","Unavailable","USA","Unavailable","Unavailable","2018-05-28","2018-06-08","0.01032072022","Ethereum","ETH","Yes"
"Gastro Advisor","Switzerland","2019-03-08","2019-06-30","0.3","1170000","26003250","0.5","1.0E8","No","Yes","Unavailable","None","Available","Unavailable","2018-11-03","2018-12-15","0.23","Ethereum","ETH, BTC, Fiat","Yes"
"Malaysia 370 Movie","USA","2019-07-01","2019-12-31","0.05","10000000","150000000","0.7","1.4E8","No","No","Unavailable","None","Unavailable","Unavailable","2019-06-01","2019-06-15","0.05","Ethereum","BTC, ETH","No"
"OFNOG","UK","2018-05-15","2018-07-15","0.1","15000000","25000000","0.5","2.5E8","No","No","Unavailable","UK","Unavailable","Unavailable","2018-04-15","2018-05-14","0.1","Ethereum","ETH, BTC","Yes"
"Scam ICO Killer","Russia","2018-01-18","2018-02-18","0.06","1000000","10000000","0.7","1.0E8","No","Yes","Unavailable","USA","Unavailable","Unavailable","2018-01-18","2018-02-18","0.03","Ethereum","BTC,ЕТН, Various","Yes"
"XAYA","Malta","2018-09-07","2018-10-12","0.1261","1568645","6588309","0.405","2.25E8","No","Yes","Unavailable","USA","Available","Available","2018-03-23","2018-05-18","0.124314681638","XAYA","BTC, ETH, BCH, QASH","Yes"
"Allforcrypto","Seychelles","2019-01-01","2019-09-01","0.25","2000000","21000000","0.7","7.0E7","Yes","Yes","Unavailable","Afghanistan, Bosnia and Herzegovina, China, Guyana, Iran, Iraq, Lao PDR, North Korea, Syria, Uganda, USA, Seychelles, and Yemen","Available","Available","2018-11-24","2018-12-31","0.1","Waves","ETH, BTC, LTC, DASH, WAVES, XMR, DOGE, USDT","Yes"
"GSC Platform","France","2019-01-25","2019-02-11","0.05","1000000","9000000","0.3","3.0E8","No","Yes","Unavailable","USA, North Korea, China, Canada, Serbia","Available","Unavailable","2018-08-01","2019-01-24","0.025","Ethereum","ETH, BTC, LTC, CS, Fiat","Yes"
"Review.Network","Cyprus","2019-06-01","2019-09-30","0.0112","3282813","24621097","0.6","2.7E9","No","Yes","Unavailable","USA, Puerto Rico, South Korea, China","Unavailable","Available","2018-08-01","2018-12-31","0.01143995","Ethereum","ETH, BTC, BCH, LTC","Yes"
"Talao","France","2018-07-04","2018-07-29","0.46","2333325","11199960","0.67","1.005E8","Yes","Yes","Unavailable","USA","Unavailable","Available","2018-06-04","2018-06-30","0.592984985","Ethereum","ETH","No"
"Zamanat","USA","2018-04-01","2018-05-16","0.37","100000","1100000","0.64","1.365E7","No","No","Unavailable","None","Unavailable","Unavailable","2018-02-20","2018-03-25","0.34024096936","Ethereum","ETH","Yes"
"Hamster Marketplace","UK","2018-02-19","2018-05-19","2.0","2000000","14000000","0.7","1.0E7","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-12-07","2018-01-12","1.6","Ethereum","BTC, ETH, LTC, DASH, XMR, Various","Yes"
"MoxyOne","Australia","2018-03-14","2018-04-15","0.5","2126808","12760848","0.7","3.5E7","Yes","Yes","Unavailable","China","Unavailable","Unavailable","2018-02-08","2018-03-10","0.817807007","Ethereum","ETH","Yes"
"SSOT Health Foundation","USA","2018-05-01","2018-05-31","0.03","2500000","15000000","0.5","5.0E8","Yes","Yes","Unavailable","USA, Cuba, Iran, North Korea, Syria, Somalia","Available","Available","2018-03-31","2018-04-30","0.03","Ethereum","BTC, ETH","Yes"
"PearlPay","Philippines","2018-09-01","2018-10-30","0.2","25000000","175000000","0.35","1.75E8","Yes","No","Available","China","Available","Available","2018-07-10","2018-08-30","0.2","Komodo","BTC, KMD","Yes"
"Play2Live","Malta","2018-02-21","2018-03-14","0.05","3000000","30000000","0.625","1.3088E9","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-12-05","2017-12-19","0.05","Ethereum","BTC, ETH, BCH, LTC, DASH, Fiat","Yes"
"Remiit","Singapore","2018-11-27","2018-11-28","9.0E-4","1800000000","5300000","0.4","6.0E9","Yes","Yes","Unavailable","USA,  China, Singapore, Iran, Iraq, Syria","Unavailable","Available","2018-09-17","2018-10-16","0.01","Ethereum","KRW","Yes"
"ABLE","Estonia","2018-07-16","2018-08-10","0.0011","3341759","8354399","0.6","1.5E10","Yes","Yes","Unavailable","None","Available","Unavailable","2018-06-27","2018-07-10","0.002","Ethereum","ETH","Yes"
"Fractal Token CrowdSale","Italy","2018-05-01","2018-07-31","0.0675","43386","29741583","0.769","5.0E8","No","No","Unavailable","USA","Available","Unavailable","2018-02-20","2018-05-01","0.08058338748","Ethereum","ETH","Yes"
"Levblockchain LVE","Greece","2019-08-01","2020-03-26","0.1531","2213784","5977219","0.5","5.4E7","No","No","Unavailable","USA","Available","Unavailable","2019-03-19","2019-07-30","0.1264672764","Ethereum","ETH","No"
"Peoplewave","Singapore","2018-05-31","2018-06-06","0.087","2000000","20000000","0.42","5.04E8","No","Yes","Unavailable","USA, China","Available","Unavailable","2018-04-06","2018-05-25","0.05","Ethereum","ETH, BTC, Fiat","Yes"
"Tixl","Germany","2019-07-17","2019-08-28","50.0","250000","450000","0.05","45000.0","Yes","No","Unavailable","Afghanistan, China, Crimea Peninsula, Cuba, Eritrea, the GazaStrip, India, Iran, Iraq, Kosovo, LebaNonen, Libya, Myanmar (Burma), Palestine, Somalia, South Sudan, Sudan, Syria, USA, Venezuela, Yemen, North Korea","Unavailable","Unavailable","2019-04-15","2019-07-16","20.0","Separate blockchain","BTC, ETH, XRP, XLM, EUR","Yes"
"When Hungry","Russia","2019-04-07","2019-05-07","0.0538","5093","15268295","0.8","1.6E8","No","No","Unavailable","Iran, North Korea, USA","Available","Available","2019-02-15","2019-03-05","0.061","Ethereum","ETH","Yes"
"Tempow","Singapore","2018-09-01","2018-11-04","1.0","1000000","30000000","0.55","9.5E8","No","Yes","Unavailable","USA","Unavailable","Unavailable","2018-07-01","2018-09-01","0.1666","Ethereum","ETH, BTC, Fiat","Yes"
"Texochat","India","2019-11-10","2020-01-07","0.01","1000000","8000000","0.5","1.0E9","No","No","Unavailable","None","Available","Unavailable","2019-10-15","2019-10-30","0.008","Ethereum","ETH, BTC","Yes"
"Vernam","Bulgaria","2018-08-20","2018-09-20","0.085","40000000","500000000","0.5","5.0E8","Yes","Yes","Unavailable","None","Available","Available","2018-05-15","2018-06-04","0.051","Ethereum","ETH, BTC, Fiat","Yes"
"Brewery Consortium","Portugal","2019-03-15","2019-05-30","0.05","2500000","25000000","0.625","5.0E8","Yes","Yes","Unavailable","Korea, China","Unavailable","Unavailable","2018-12-20","2019-03-15","0.05","Ethereum","ETH","Yes"
"BuyAnyLight (BAL)","United Arab Emirates","2020-04-07","2020-04-30","0.3033","2000000","8000000","0.4","2.2E7","No","Yes","Unavailable","USA, North Korea, Iran","Unavailable","Unavailable","2019-11-01","2020-04-06","0.25","Ethereum","BTC, ETH, EUR, USD","No"
"Cubomania","Ukraine","2018-05-11","2018-09-28","0.0347","8473515","8473515","0.51","5.1E8","No","Yes","Unavailable","None","Available","Unavailable","2018-04-20","2018-05-10","0.0923577027","Ethereum","ETH, BTC, LTC, BCH, DASH","Yes"
"FILLIT","Bulgaria","2018-04-01","2018-05-31","0.0928","1166725","294000000","0.68","2.04E8","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2018-02-26","2018-03-31","0.04914852","Ethereum","ETH","Yes"
"Global REIT","United Arab Emirates","2018-06-01","2018-06-30","1.0","5000000","20000000","0.22","1.665E7","Yes","Yes","Unavailable","USA, Japan","Available","Unavailable","2018-05-01","2018-05-31","1.0","Ethereum","ETH,BTC, Fiat","Yes"
"Rego","Singapore","2018-06-17","2018-07-31","0.2864","2169335","8677340","0.72","3.96E7","No","Yes","Unavailable","USA, Malaysia, South Korea, Singapore, China","Available","Unavailable","2018-05-15","2018-06-17","0.373089985263158","Ethereum","ETH","Yes"
"pinmo","Canada","2018-10-24","2018-11-14","0.0896","2720955","5441910","0.35","9.555E7","No","Yes","Unavailable","China, USA","Available","Available","2018-10-10","2018-10-24","0.09708066871","Ethereum","ETH","Yes"
"uKit","Russia","2018-02-19","2018-05-01","0.02","2500000","10000000","0.55","5.5E8","No","Yes","Unavailable","None","Available","Unavailable","2017-12-11","2018-01-01","0.015","Ethereum","ETH","Yes"
"EMMARES","Hong Kong","2018-05-05","2018-09-30","0.12","465696","8149680","0.51","2.55E8","Yes","Yes","Unavailable","USA, China","Available","Available","2018-02-20","2018-05-05","143.904045644487","Ethereum","ETH","Yes"
"FTEC","UK","2018-06-20","2018-07-18","0.0154","961026","12733594","0.85","8.4864E8","Yes","Yes","Unavailable","USA","Available","Available","2018-04-24","2018-05-22","0.0177483213032581","Ethereum","ETH","Yes"
"MEDICOHEALTH","Switzerland","2019-08-31","2019-03-15","0.08","3500000","23500000","0.65","3.25E8","Yes","Yes","Available","South Korea, USA, China","Available","Available","2019-01-15","2019-02-14","0.08","Ethereum","ETH","Yes"
"Tresorio HUB","France","2018-12-01","2019-01-31","0.0158","813663","11733886","0.7","1.4E9","Yes","Yes","Unavailable","Afghanistan, Belarus, Bosnia-Herzegovina, Burundi, China, Congo, North Korea, Egypt, Eritrea, USA, Ethiopia, Guinea, Guinea-Bissau, Guyana, Iran, Iraq, Laos, LebaNonen, Libya, Mali, Ouganda, Central African Republic, Somalia, South Sudan, Sudan, Sri Lanka, Syria, Trinidad, Tunisia, Ukraine, Venezuela, Vanuatu, Yemen, Zimbabwe","Unavailable","Unavailable","2018-07-05","2018-10-31","0.00394761994","Ethereum","ETH, BTC, BCC, DASH, DCR, DGB, ETC, GNT, KMD, LTC, NEO, NXT, OMG, RLC, SIA, XMR, XRP, ZEC","Yes"
"ELAD Network","UK","2019-10-10","2019-12-20","0.1196","55000","15000000","0.7","1.0E8","No","No","Unavailable","North & South Korea","Available","Available","2019-08-06","2019-10-06","0.1130103225","Ethereum","BTC, ETH, USDT, EUR","Yes"
"EZ365","Malta","2019-09-23","2020-01-28","0.1","1000000","3000000","0.15","3.0E7","No","Yes","Unavailable","Iran, North Korea, Sudan, Syria, Iraq, Libya, South Yemen, Bahamas, Bangladesh, Kenya, Sri Lanka, Bosnia, Herzegovina, Laos, South Sudan, Botswana, LebaNonen, Burundi, Liberia, Tajikastan, Cambodia, Libya, Trinidad & Tobago, Cameroon, Madagascar, Tunisia, Central African Republic, Maldives, Turkmenistan, Chad, Mali, Uganda, Democratic Republic of Congo, Mauritania, Uzbekistan, Egypt, Moldova, Vanuatu, Equatorial Guinea, Montenegro, Venezuela, Eritrea, Mozambique, Yemen, Ethiopia, Myanmar, Zimbabwe, Ghana, Nicaragua, Guinea, Guinea-Bissau, Pakistan, Haiti, Republic of Congo, Somalia","Available","Available","2019-09-05","2019-09-22","0.08","Ethereum","ETH, BTC","Yes"
"Jury.Online","Estonia","2018-02-12","2018-04-30","0.51","3000000","6000000","0.7","2.1E7","No","No","Unavailable","None","Unavailable","Unavailable","2017-10-23","2017-11-13","0.36","Ethereum","ETH, BTC, LTC, ETC, BCH","Yes"
"MD Tokens","Hong Kong","2018-03-10","2018-04-10","0.3988","12427290","62136451","0.3","1.5E8","Yes","No","Unavailable","USA","Unavailable","Unavailable","2018-02-01","2018-03-09","1.0","Ethereum","USD, ETH","Yes"
"Patentico","Russia","2019-08-01","2019-09-01","0.012","8000000","45000000","0.51","4.5E7","Yes","No","Unavailable","None","Available","Available","2019-04-25","2019-07-25","0.05753874975","Ethereum","ETH, BTC","Yes"
"Trustmarkethub Token","UK","2020-04-20","2020-04-20","3.5E-4","100000","215000","0.5","5.0E9","No","No","Unavailable","Nill","Available","Available","2020-04-13","2020-04-15","2.5E-4","Ethereum","ETH","Yes"
"Ethereum Card","Canada","2019-06-20","2019-08-05","0.09","6000000","13000000","0.722","1.3E7","No","No","Unavailable","None","Available","Unavailable","2019-06-08","2019-06-19","0.15","Ethereum","ETH","Yes"
"Personal Wager","Caribbean Netherlands","2020-01-01","2020-10-31","0.1","2500000","25000000","0.2","2.0E8","No","No","Unavailable","No US Participants","Unavailable","Unavailable","2019-12-01","2019-12-31","0.05","Ethereum","BTC, ETH, USD","No"
"Sensitrust","UK","2020-07-01","2020-12-31","0.0858","606207","13215323","0.65","1.3E8","No","Yes","Unavailable","Afghanistan, Albania, Belarus, Bosnia and Herzegovina, Burundi, Central African Republic, Côte d Ivoire, Cuba, Democratic Republic of Congo, Ethiopia, Guinea, Guinea-Bissau, Iran, Iraq, LebaNonen, Liberia, Libya, China, Myanmar, North Korea, North Macedonia, Serbia, Somalia, South Sudan, Sri Lanka, Thailand, Trinidad and Tobago, Tunisia, Uganda, Ukraine, United States of America, United States MiNoner Outlying Islands, Venezuela, Yemen, Zimbabwe","Unavailable","Unavailable","2020-03-01","2020-08-31","0.0595912","Ethereum","ETH","Yes"
"ISG","Netherlands","2019-02-15","2019-05-15","1.0","30000000","150000000","0.765","2.6775E8","No","Yes","Unavailable","USA, Canada, China","Unavailable","Unavailable","2018-11-15","2019-02-15","0.5","Ethereum","ETH","No"
"OLXA","Germany","2018-03-01","2018-05-25","0.012","1000000","3000000","0.58","1.5E9","No","No","Unavailable","None","Unavailable","Unavailable","2018-02-01","2018-02-17","0.01","Ethereum","ETH, BTC, XVG, LTC, DASH, DOGE","Yes"
"Laccoin","Canada","2018-11-01","2018-11-30","0.1","10000000","30000000","0.55","3.9E8","Yes","Yes","Unavailable","USA, China, South Korea, Singapore","Available","Available","2018-09-05","2018-09-26","0.06","Ethereum","ETH","Yes"
"Mitewallet","Australia","2019-07-07","2019-08-03","0.152850281","5000000","15000000","0.5","2.0E8","No","No","Unavailable","None","Unavailable","Unavailable","2019-07-01","2019-07-06","0.10351696284","Ethereum","ETH, BTC, USDT","Yes"
"Alttex","UK","2018-03-03","2018-06-01","0.64","290021","11600860","0.5","2.4999999E7","Yes","No","Unavailable","USA","Available","Unavailable","2017-12-11","2018-03-02","0.5","Ethereum","BTC, ETH","Yes"
"FamilyPoints","USA","2018-02-28","2018-03-27","0.1","3000000","25000000","0.65","2.5E8","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2018-02-21","2018-02-27","0.1","Ethereum","XEM, BTC, ETH, LTC, BCH, Fiat","Yes"
"GEMERA","British Virgin Islands","2018-10-25","2018-12-12","1.0","500000","30000000","0.3","3.0E7","Yes","Yes","Unavailable","USA, Singapore","Available","Available","2018-09-10","2018-10-24","1.0","Ethereum","ETH, BTC, BCH, LTC","Yes"
"Kheper","Malta","2018-07-22","2018-09-20","0.0125","2000000","17000000","0.47","1.5E9","No","Yes","Unavailable","USA","Available","Unavailable","2018-06-23","2018-07-22","0.01","Ethereum","ETH, BTC, LTC, Fiat","Yes"
"aQuest","Slovenia","2019-02-25","2019-04-09","0.5742","1000000","39000000","0.3611","2.0E8","No","No","Unavailable","None","Available","Available","2019-01-24","2019-02-21","0.352088655","Ethereum","ETH, BTC, ENK, Fiat","Yes"
"SETiToken","United Arab Emirates","2019-08-26","2019-09-05","0.85","6000000","12000000","0.2","1.2E8","No","Yes","Unavailable","USA","Unavailable","Unavailable","2019-08-01","2019-08-17","0.3","Ethereum","ETH","Yes"
"SMSCHAIN","Russia","2017-11-20","2017-12-19","2.76","13642579","82682299","0.7","1.0E8","Not Specified","Not Specified","Unavailable","None","Unavailable","Unavailable","2017-10-02","2017-11-01","832.9300168","Ethereum","ETH","Yes"
"Saifu","Czech Republic","2018-01-15","2018-04-30","0.94","10000000","49000000","0.65","2.0E8","No","Yes","Unavailable","None","Unavailable","Unavailable","2017-12-18","2018-01-14","1.242422949235","Ethereum","BTC, ETH, LTC, DOGE, Fiat","Yes"
"XRT","India","2018-07-11","2018-08-30","0.0696","1136420","11364200","0.66","3.3E8","No","Yes","Unavailable","India","Unavailable","Unavailable","2018-06-01","2018-06-30","0.058004303","Ethereum","ETH, BTC, LTC, DGB ,BNB, XMR, DASH","Yes"
"CRWD Network","Austria","2018-08-03","2018-09-12","1.1332","1159608","20872944","0.5","2.25E7","Yes","Yes","Available","USA, China, Republic of Korea, Canada, New Zealand, Singapore, Cayman Islands","Available","Unavailable","2018-06-04","2018-08-03","1.158601","Ethereum","ETH, Fiat","Yes"
